,Capacity,PPO_Avg,Uniform_Avg,Gain_%
0,50.0,11.948516333255775,13.71832750188903,-12.901070042094053
1,20.0,7.115541652694294,7.71962503832241,-7.8252933837633485
2,10.0,4.5546606256095155,4.720122247851819,-3.505451310357351
